
[!] In attesa dello stream /sys/kernel/debug/tracing/trace_pipe...

================== SCHEDULATORE CRONOLOGICO ==================
TEMPO (s)       | EVENTO
1598.141520     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1411.755 ms)
1598.141749     | [DISPATCH] Task Activity_1 prende la CPU
1598.158417     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1428.423 ms)
1598.158723     | [DISPATCH] Task Activity_1 prende la CPU
1598.161685     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1431.385 ms)
1598.161983     | [DISPATCH] Task Activity_1 prende la CPU
1598.199463     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1468.865 ms)
1598.199637     | [DISPATCH] Task Activity_1 prende la CPU
1598.199685     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1468.913 ms)
1598.199893     | [DISPATCH] Task Activity_1 prende la CPU
1598.201441     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1470.461 ms)
1598.201581     | [DISPATCH] Task Activity_1 prende la CPU
1598.226663     | [DISPATCH] Task Activity_2 prende la CPU
1598.263133     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1532.013 ms)
1598.263462     | [DISPATCH] Task Activity_1 prende la CPU
1598.327007     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1595.558 ms)
1598.327032     | [DISPATCH] Task Activity_1 prende la CPU
1598.363238     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1631.764 ms)
1598.363559     | [DISPATCH] Task Activity_1 prende la CPU
1598.364810     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1633.015 ms)
1598.365103     | [DISPATCH] Task Activity_1 prende la CPU
1598.365224     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1633.136 ms)
1598.365496     | [DISPATCH] Task Activity_1 prende la CPU
1598.368122     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1635.762 ms)
1598.368734     | [DISPATCH] Task Activity_1 prende la CPU
1598.369039     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1636.067 ms)
1598.369128     | [DISPATCH] Task Activity_1 prende la CPU
1598.371289     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1638.228 ms)
1598.371366     | [DISPATCH] Task Activity_1 prende la CPU
1598.371373     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1638.235 ms)
1598.371654     | [DISPATCH] Task Activity_1 prende la CPU
1598.382075     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1648.656 ms)
1598.382386     | [DISPATCH] Task Activity_1 prende la CPU
1598.384242     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1650.512 ms)
1598.384500     | [DISPATCH] Task Activity_1 prende la CPU
1598.465625     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1731.637 ms)
1598.465957     | [DISPATCH] Task Activity_1 prende la CPU
1598.466430     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1732.110 ms)
1598.466712     | [DISPATCH] Task Activity_1 prende la CPU
1598.473707     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1739.105 ms)
1598.473984     | [DISPATCH] Task Activity_1 prende la CPU
1598.474341     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1739.462 ms)
1598.474947     | [DISPATCH] Task Activity_1 prende la CPU
1598.475001     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1739.516 ms)
1598.475335     | [DISPATCH] Task Activity_1 prende la CPU
1598.475385     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1739.566 ms)
1598.475413     | [DISPATCH] Task Activity_1 prende la CPU
1598.475870     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1740.023 ms)
1598.476100     | [DISPATCH] Task Activity_1 prende la CPU
1598.484374     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1748.297 ms)
1598.485569     | [DISPATCH] Task Activity_1 prende la CPU
1598.487606     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1750.334 ms)
1598.490354     | [DISPATCH] Task Activity_1 prende la CPU
1598.490389     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1750.369 ms)
1598.490464     | [DISPATCH] Task Activity_1 prende la CPU
1598.490529     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1750.434 ms)
1598.490557     | [DISPATCH] Task Activity_1 prende la CPU
1598.490645     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1750.522 ms)
1598.490716     | [DISPATCH] Task Activity_1 prende la CPU
1598.490746     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1750.552 ms)
1598.491006     | [DISPATCH] Task Activity_1 prende la CPU
1598.491097     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1750.643 ms)
1598.491388     | [DISPATCH] Task Activity_1 prende la CPU
1598.497850     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1757.105 ms)
1598.498338     | [DISPATCH] Task Activity_1 prende la CPU
1598.498450     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1757.217 ms)
1598.498727     | [DISPATCH] Task Activity_1 prende la CPU
1598.498789     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1757.279 ms)
1598.499802     | [DISPATCH] Task Activity_1 prende la CPU
1598.503353     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1760.830 ms)
1598.503642     | [DISPATCH] Task Activity_1 prende la CPU
1598.504752     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1761.940 ms)
1598.505058     | [DISPATCH] Task Activity_1 prende la CPU
1598.506590     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1763.472 ms)
1598.506872     | [DISPATCH] Task Activity_1 prende la CPU
1598.507276     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1763.876 ms)
1598.507525     | [DISPATCH] Task Activity_1 prende la CPU
1598.530624     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1786.975 ms)
1598.530918     | [DISPATCH] Task Activity_1 prende la CPU
1598.540398     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1796.455 ms)
1598.540473     | [DISPATCH] Task Activity_1 prende la CPU
1598.540792     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1796.774 ms)
1598.541077     | [DISPATCH] Task Activity_1 prende la CPU
1598.561053     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1816.750 ms)
1598.561346     | [DISPATCH] Task Activity_1 prende la CPU
1598.568029     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1823.433 ms)
1598.568326     | [DISPATCH] Task Activity_1 prende la CPU
1598.647333     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1902.440 ms)
1598.647350     | [DISPATCH] Task Activity_1 prende la CPU
1598.670436     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1925.526 ms)
1598.670762     | [DISPATCH] Task Activity_1 prende la CPU
1598.671236     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1926.000 ms)
1598.671513     | [DISPATCH] Task Activity_1 prende la CPU
1598.679289     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1933.776 ms)
1598.679598     | [DISPATCH] Task Activity_1 prende la CPU
1598.679874     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1934.052 ms)
1598.680618     | [DISPATCH] Task Activity_1 prende la CPU
1598.680642     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1934.076 ms)
1598.680872     | [DISPATCH] Task Activity_1 prende la CPU
1598.680878     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1934.082 ms)
1598.681107     | [DISPATCH] Task Activity_1 prende la CPU
1598.681139     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1934.114 ms)
1598.682709     | [DISPATCH] Task Activity_1 prende la CPU
1598.692687     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1944.092 ms)
1598.693564     | [DISPATCH] Task Activity_1 prende la CPU
1598.693624     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1944.152 ms)
1598.693900     | [DISPATCH] Task Activity_1 prende la CPU
1598.702015     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 1952.267 ms)
1598.702293     | [DISPATCH] Task Activity_1 prende la CPU
1598.772838     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2022.812 ms)
1598.773169     | [DISPATCH] Task Activity_1 prende la CPU
1598.875230     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2124.873 ms)
1598.875470     | [DISPATCH] Task Activity_1 prende la CPU
1598.977639     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2227.042 ms)
1598.977994     | [DISPATCH] Task Activity_1 prende la CPU
1599.045317     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2294.365 ms)
1599.045326     | [DISPATCH] Task Activity_1 prende la CPU
1599.045350     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2294.389 ms)
1599.176643     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1240.894 ms)
1599.176735     | [DISPATCH] Task Activity_2 prende la CPU
1599.223942     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1288.101 ms)
1599.223960     | [DISPATCH] Task Activity_2 prende la CPU
1599.344935     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1409.076 ms)
1599.345004     | [DISPATCH] Task Activity_2 prende la CPU
1599.345058     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1409.130 ms)
1599.828303     | [DISPATCH] Task Activity_2 prende la CPU
1600.228583     | [DISPATCH] Task Activity_1 prende la CPU
1600.308857     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2374.663 ms)
1600.309216     | [DISPATCH] Task Activity_1 prende la CPU
1600.411242     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2476.689 ms)
1600.411584     | [DISPATCH] Task Activity_1 prende la CPU
1600.412229     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2477.334 ms)
1600.412236     | [DISPATCH] Task Activity_1 prende la CPU
1600.415236     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 1996.063 ms)
1600.415243     | [DISPATCH] Task Activity_2 prende la CPU
1600.513652     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2578.750 ms)
1600.513984     | [DISPATCH] Task Activity_1 prende la CPU
1600.584015     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2648.781 ms)
1600.584107     | [DISPATCH] Task Activity_1 prende la CPU
1600.584425     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2649.099 ms)
1600.584669     | [DISPATCH] Task Activity_1 prende la CPU
1600.584820     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2649.250 ms)
1600.585046     | [DISPATCH] Task Activity_1 prende la CPU
1600.585468     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2649.672 ms)
1600.586592     | [DISPATCH] Task Activity_1 prende la CPU
1600.587332     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2650.412 ms)
1600.587410     | [DISPATCH] Task Activity_1 prende la CPU
1600.587834     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2650.836 ms)
1600.588086     | [DISPATCH] Task Activity_1 prende la CPU
1600.588358     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2651.108 ms)
1600.588609     | [DISPATCH] Task Activity_1 prende la CPU
1600.588865     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2651.364 ms)
1600.589141     | [DISPATCH] Task Activity_1 prende la CPU
1600.589539     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2651.762 ms)
1600.589614     | [DISPATCH] Task Activity_1 prende la CPU
1600.590053     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2652.201 ms)
1600.590281     | [DISPATCH] Task Activity_1 prende la CPU
1600.591890     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2653.810 ms)
1600.592204     | [DISPATCH] Task Activity_1 prende la CPU
1600.596123     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2657.729 ms)
1600.596453     | [DISPATCH] Task Activity_1 prende la CPU
1600.596459     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2657.735 ms)
1600.596697     | [DISPATCH] Task Activity_1 prende la CPU
1600.598630     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2659.668 ms)
1600.599148     | [DISPATCH] Task Activity_1 prende la CPU
1600.621991     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2682.511 ms)
1600.624195     | [DISPATCH] Task Activity_1 prende la CPU
1600.624877     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2683.193 ms)
1600.625360     | [DISPATCH] Task Activity_1 prende la CPU
1600.625499     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2683.332 ms)
1600.625784     | [DISPATCH] Task Activity_1 prende la CPU
1600.626312     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2683.860 ms)
1600.626396     | [DISPATCH] Task Activity_1 prende la CPU
1600.626774     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2684.238 ms)
1600.627067     | [DISPATCH] Task Activity_1 prende la CPU
1600.628013     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2685.184 ms)
1600.628098     | [DISPATCH] Task Activity_1 prende la CPU
1600.628934     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2686.020 ms)
1600.629464     | [DISPATCH] Task Activity_1 prende la CPU
1600.629548     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2686.104 ms)
1600.629621     | [DISPATCH] Task Activity_1 prende la CPU
1600.630110     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2686.593 ms)
1600.630404     | [DISPATCH] Task Activity_1 prende la CPU
1600.630757     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2686.946 ms)
1600.630961     | [DISPATCH] Task Activity_1 prende la CPU
1600.633388     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2689.373 ms)
1600.633638     | [DISPATCH] Task Activity_1 prende la CPU
1600.636428     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2692.163 ms)
1600.636723     | [DISPATCH] Task Activity_1 prende la CPU
1600.638619     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2694.059 ms)
1600.638913     | [DISPATCH] Task Activity_1 prende la CPU
1600.641085     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2696.231 ms)
1600.641382     | [DISPATCH] Task Activity_1 prende la CPU
1600.669144     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2723.993 ms)
1600.669472     | [DISPATCH] Task Activity_1 prende la CPU
1600.718451     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2772.972 ms)
1600.718761     | [DISPATCH] Task Activity_1 prende la CPU
1600.719290     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2773.501 ms)
1600.719506     | [DISPATCH] Task Activity_1 prende la CPU
1600.736351     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2790.346 ms)
1600.736931     | [DISPATCH] Task Activity_1 prende la CPU
1600.736992     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2790.407 ms)
1600.737075     | [DISPATCH] Task Activity_1 prende la CPU
1600.737184     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2790.516 ms)
1600.737460     | [DISPATCH] Task Activity_1 prende la CPU
1600.738937     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2791.993 ms)
1600.739136     | [DISPATCH] Task Activity_1 prende la CPU
1600.740874     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2793.731 ms)
1600.740953     | [DISPATCH] Task Activity_1 prende la CPU
1600.741453     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2794.231 ms)
1600.741731     | [DISPATCH] Task Activity_1 prende la CPU
1600.753783     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2806.283 ms)
1600.754057     | [DISPATCH] Task Activity_1 prende la CPU
1600.761533     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2813.759 ms)
1600.761813     | [DISPATCH] Task Activity_1 prende la CPU
1600.778290     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2359.110 ms)
1600.778373     | [DISPATCH] Task Activity_2 prende la CPU
1600.820871     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 2872.817 ms)
1600.821191     | [DISPATCH] Task Activity_1 prende la CPU
1600.889622     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2470.359 ms)
1600.889641     | [DISPATCH] Task Activity_2 prende la CPU
1600.954829     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3006.455 ms)
1600.954921     | [DISPATCH] Task Activity_1 prende la CPU
1600.955208     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3006.742 ms)
1600.955477     | [DISPATCH] Task Activity_1 prende la CPU
1600.955662     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3006.927 ms)
1600.955953     | [DISPATCH] Task Activity_1 prende la CPU
1600.956349     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3007.323 ms)
1600.956923     | [DISPATCH] Task Activity_1 prende la CPU
1600.957092     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3007.492 ms)
1600.957283     | [DISPATCH] Task Activity_1 prende la CPU
1600.962474     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3012.683 ms)
1600.962828     | [DISPATCH] Task Activity_1 prende la CPU
1600.962940     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3012.795 ms)
1600.963229     | [DISPATCH] Task Activity_1 prende la CPU
1600.971767     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3021.333 ms)
1600.972093     | [DISPATCH] Task Activity_1 prende la CPU
1600.988412     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3037.652 ms)
1600.989932     | [DISPATCH] Task Activity_1 prende la CPU
1600.989990     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3037.710 ms)
1600.990248     | [DISPATCH] Task Activity_1 prende la CPU
1600.990255     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3037.717 ms)
1600.990489     | [DISPATCH] Task Activity_1 prende la CPU
1600.990583     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3037.811 ms)
1600.990927     | [DISPATCH] Task Activity_1 prende la CPU
1600.991414     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3038.298 ms)
1600.991684     | [DISPATCH] Task Activity_1 prende la CPU
1600.993257     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3039.871 ms)
1600.993339     | [DISPATCH] Task Activity_1 prende la CPU
1600.993516     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3040.048 ms)
1600.993597     | [DISPATCH] Task Activity_1 prende la CPU
1600.993833     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3040.284 ms)
1600.994140     | [DISPATCH] Task Activity_1 prende la CPU
1600.998223     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3044.367 ms)
1600.998324     | [DISPATCH] Task Activity_1 prende la CPU
1600.998401     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3044.444 ms)
1600.998484     | [DISPATCH] Task Activity_1 prende la CPU
1600.998786     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3044.746 ms)
1600.999043     | [DISPATCH] Task Activity_1 prende la CPU
1601.001575     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3047.278 ms)
1601.002159     | [DISPATCH] Task Activity_1 prende la CPU
1601.003269     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3048.388 ms)
1601.004052     | [DISPATCH] Task Activity_1 prende la CPU
1601.004109     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3048.445 ms)
1601.004991     | [DISPATCH] Task Activity_1 prende la CPU
1601.005558     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3049.012 ms)
1601.005852     | [DISPATCH] Task Activity_1 prende la CPU
1601.006033     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3049.193 ms)
1601.006559     | [DISPATCH] Task Activity_1 prende la CPU
1601.012390     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3055.024 ms)
1601.012708     | [DISPATCH] Task Activity_1 prende la CPU
1601.019847     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3062.163 ms)
1601.020124     | [DISPATCH] Task Activity_1 prende la CPU
1601.027887     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3069.926 ms)
1601.028187     | [DISPATCH] Task Activity_1 prende la CPU
1601.048625     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3090.364 ms)
1601.048937     | [DISPATCH] Task Activity_1 prende la CPU
1601.079930     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2660.648 ms)
1601.079939     | [DISPATCH] Task Activity_2 prende la CPU
1601.079992     | [PREEMPT]  Task Activity_2 interrotto temporaneamente (Costo accumulato: 2660.701 ms)
1601.128085     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3169.512 ms)
1601.128407     | [DISPATCH] Task Activity_1 prende la CPU
1601.178594     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3219.699 ms)
1601.178636     | [DISPATCH] Task Activity_1 prende la CPU
1601.189380     | [PREEMPT]  Task Activity_1 interrotto temporaneamente (Costo accumulato: 3230.443 ms)
1601.189408     | [DISPATCH] Task Activity_1 prende la CPU
